Product ID;Ürün Adı;SKU;Barkod;Normal Fiyat;İndirimli Fiyat
4ef19987-bf63-4540-8f20-43312dc157f3;Arkası Uzun Kolsuz Dökümlü Askılı Bluz Sarı;20K002117;5029702907660;698.36;300
4ef19987-bf63-4540-8f20-43312dc157f3;Arkası Uzun Kolsuz Dökümlü Askılı Bluz Sarı;20K002117;5029702907661;698.36;300
4ef19987-bf63-4540-8f20-43312dc157f3;Arkası Uzun Kolsuz Dökümlü Askılı Bluz Sarı;20K002117;5029702907662;698.36;300
4ef19987-bf63-4540-8f20-43312dc157f3;Arkası Uzun Kolsuz Dökümlü Askılı Bluz Sarı;20K002117;5029702907663;698.36;300
b2995d62-2591-4505-9681-61e68a6829c8;Arkası Uzun Kolsuz Dökümlü Mavi Askılı Bluz;20K002117;5029702907656;709.32;300
b2995d62-2591-4505-9681-61e68a6829c8;Arkası Uzun Kolsuz Dökümlü Mavi Askılı Bluz;20K002117;5029702907657;709.32;300
b2995d62-2591-4505-9681-61e68a6829c8;Arkası Uzun Kolsuz Dökümlü Mavi Askılı Bluz;20K002117;5029702907658;709.32;300
b2995d62-2591-4505-9681-61e68a6829c8;Arkası Uzun Kolsuz Dökümlü Mavi Askılı Bluz;20K002117;5029702907659;709.32;300
62f25cdb-bab2-42b6-908d-e4315056ceea;Askılı Bluz Beyaz;21Y2283;5029702908164;665;665
62f25cdb-bab2-42b6-908d-e4315056ceea;Askılı Bluz Beyaz;21Y2283;5029702908165;665;665
62f25cdb-bab2-42b6-908d-e4315056ceea;Askılı Bluz Beyaz;21Y2283;5029702908166;665;665
62f25cdb-bab2-42b6-908d-e4315056ceea;Askılı Bluz Beyaz;21Y2283;5029702908167;665;665
7a528711-f4b6-4565-b333-aaf345098ea0;Askılı Bluz Kırmızı;21Y2283;5029702908168;665;665
7a528711-f4b6-4565-b333-aaf345098ea0;Askılı Bluz Kırmızı;21Y2283;5029702908169;665;665
7a528711-f4b6-4565-b333-aaf345098ea0;Askılı Bluz Kırmızı;21Y2283;5029702908170;665;665
7a528711-f4b6-4565-b333-aaf345098ea0;Askılı Bluz Kırmızı;21Y2283;5029702908171;665;665
0e2f8edd-dff1-4c98-ab6b-381392d8e102;Askılı Bluz Mavi;21Y2283;5029702908172;665;665
0e2f8edd-dff1-4c98-ab6b-381392d8e102;Askılı Bluz Mavi;21Y2283;5029702908173;665;665
0e2f8edd-dff1-4c98-ab6b-381392d8e102;Askılı Bluz Mavi;21Y2283;5029702908174;665;665
0e2f8edd-dff1-4c98-ab6b-381392d8e102;Askılı Bluz Mavi;21Y2283;5029702908175;665;665
00fbb851-3525-40d1-ba6f-45732e2409f1;Askılı Bluz Pembe;21Y2283;5029702908176;665;665
00fbb851-3525-40d1-ba6f-45732e2409f1;Askılı Bluz Pembe;21Y2283;5029702908177;665;665
00fbb851-3525-40d1-ba6f-45732e2409f1;Askılı Bluz Pembe;21Y2283;5029702908178;665;665
00fbb851-3525-40d1-ba6f-45732e2409f1;Askılı Bluz Pembe;21Y2283;5029702908179;665;665
61a9d4bc-ecdb-44e3-80d1-fca3ecd1bf4d;Askılı Bluz Sarı;21Y2283;5029702908180;665;665
61a9d4bc-ecdb-44e3-80d1-fca3ecd1bf4d;Askılı Bluz Sarı;21Y2283;5029702908181;665;665
61a9d4bc-ecdb-44e3-80d1-fca3ecd1bf4d;Askılı Bluz Sarı;21Y2283;5029702908182;665;665
61a9d4bc-ecdb-44e3-80d1-fca3ecd1bf4d;Askılı Bluz Sarı;21Y2283;5029702908183;665;665
d586ad42-eac1-4c13-9567-34d4b2a645e8;Askılı Dantelli Atlet Kırmızı;20K002168;5029702908908;747.5;437.95
d586ad42-eac1-4c13-9567-34d4b2a645e8;Askılı Dantelli Atlet Kırmızı;20K002168;5029702908909;747.5;437.95
d586ad42-eac1-4c13-9567-34d4b2a645e8;Askılı Dantelli Atlet Kırmızı;20K002168;5029702908910;747.5;437.95
d586ad42-eac1-4c13-9567-34d4b2a645e8;Askılı Dantelli Atlet Kırmızı;20K002168;5029702908911;747.5;437.95
062dd9fb-545c-48a6-8e8c-f12be0c1e966;Askılı Dantelli Atlet Siyah;20K002168;5029702906499;747.5;437.95
062dd9fb-545c-48a6-8e8c-f12be0c1e966;Askılı Dantelli Atlet Siyah;20K002168;5029702906500;747.5;437.95
062dd9fb-545c-48a6-8e8c-f12be0c1e966;Askılı Dantelli Atlet Siyah;20K002168;5029702906501;747.5;437.95
062dd9fb-545c-48a6-8e8c-f12be0c1e966;Askılı Dantelli Atlet Siyah;20K002168;5029702906502;747.5;437.95
9021bafc-8613-411c-89e6-e43201c0f7fa;Askılı Dantelli Atlet Yeşil;20K002168;5029702908904;747.5;437.95
9021bafc-8613-411c-89e6-e43201c0f7fa;Askılı Dantelli Atlet Yeşil;20K002168;5029702908905;747.5;437.95
9021bafc-8613-411c-89e6-e43201c0f7fa;Askılı Dantelli Atlet Yeşil;20K002168;5029702908906;747.5;437.95
9021bafc-8613-411c-89e6-e43201c0f7fa;Askılı Dantelli Atlet Yeşil;20K002168;5029702908907;747.5;437.95
9021bafc-8613-411c-89e6-e43201c0f7fa;Askılı Dantelli Atlet Yeşil;20K002168;;747.5;437.95
7e3ef310-a53a-49eb-98f2-ad52321670d6;Askılı Mini Elbise Mavi;24Y06923;6029702914113;1500;748.95
7e3ef310-a53a-49eb-98f2-ad52321670d6;Askılı Mini Elbise Mavi;24Y06923;6029702914114;1500;748.95
7e3ef310-a53a-49eb-98f2-ad52321670d6;Askılı Mini Elbise Mavi;24Y06923;6029702914115;1500;748.95
7e3ef310-a53a-49eb-98f2-ad52321670d6;Askılı Mini Elbise Mavi;24Y06923;6029702914116;1500;748.95
